							
1	2	0.01	0.982	0.0017139	-6.5826	0.068936	-6.72E-05	-7.41E-05	0.99879	0.0052297
1	2	0.015	0.97959	-0.0051292	-6.5536	0.068632	3.56E-05	0.00039842	0.9988	0
1	2	0.02	0.97713	-0.011938	-6.5246	0.068328	0.00013924	0.00088916	0.99878	-0.0069729
1	2	0.025	0.9765	-0.013635	-6.5264	0.091131	0.00015879	0.0010885	0.99876	-0.0087161
1	2	0.03	0.97595	-0.017035	-6.527	0.11393	0.00017868	0.0012877	0.99873	-0.012202
1	2	0.035	0.97542	-0.018729	-6.5286	0.13675	0.00019838	0.0014868	0.9987	-0.013945
1	2	0.04	0.97475	-0.02212	-6.5303	0.14819	0.00021601	0.0016862	0.99868	-0.015688
1	2	0.045	0.97421	-0.023809	-6.5318	0.17104	0.00023484	0.0018854	0.99872	-0.019176
1	2	0.05	0.97362	-0.027196	-6.5331	0.1939	0.00025593	0.0020843	0.99868	-0.020919
1	2	0.055	0.97342	-0.030591	-6.5378	0.20546	0.00024441	0.002287	0.99864	-0.022662
1	2	0.06	0.97326	-0.032287	-6.5414	0.217	0.00023527	0.0024889	0.99856	-0.026148
1	2	0.065	0.97305	-0.03568	-6.5456	0.24002	0.0002343	0.0027902	0.99851	-0.027891
1	2	0.07	0.97292	-0.039076	-6.5502	0.25163	0.00022494	0.0029916	0.99841	-0.031376
1	2	0.075	0.97275	-0.04077	-6.5547	0.26326	0.00021208	0.003193	0.99845	-0.033122
1	2	0.08	0.9725	-0.044161	-6.5582	0.27487	0.00020757	0.0033937	0.99839	-0.034865
1	2	0.085	0.97234	-0.047555	-6.5627	0.28654	0.00019468	0.0035947	0.99826	-0.038349
1	2	0.09	0.97217	-0.050949	-6.5667	0.30968	0.00019051	0.0038953	0.9983	-0.040096
1	2	0.095	0.97198	-0.05264	-6.5711	0.32138	0.00017884	0.0040961	0.99815	-0.04358
1	2	0.1	0.97179	-0.056033	-6.5756	0.3331	0.00017257	0.0042965	0.99817	-0.045327
1	2	0.105	0.97168	-0.059431	-6.5744	0.35605	0.00020413	0.0044954	0.99799	-0.047064
1	2	0.11	0.97168	-0.061133	-6.5747	0.36758	0.00022959	0.0046944	0.99782	-0.050547
1	2	0.115	0.97156	-0.064531	-6.5734	0.39053	0.00026168	0.0049931	0.99773	-0.052289
1	2	0.12	0.97145	-0.066226	-6.573	0.41354	0.00029027	0.0051919	0.99754	-0.054025
1	2	0.125	0.97141	-0.069631	-6.5725	0.43655	0.00032025	0.0053905	0.99744	-0.055766
1	2	0.13	0.97126	-0.073029	-6.5727	0.44808	0.00034187	0.0055896	0.99724	-0.059247
1	2	0.135	0.97123	-0.074732	-6.5711	0.47103	0.00037429	0.0057879	0.99704	-0.060981
1	2	0.14	0.97106	-0.07813	-6.5705	0.49403	0.00040427	0.0060866	0.99693	-0.062721
1	2	0.145	0.97112	-0.079841	-6.5706	0.50558	0.00043947	0.0062847	0.9967	-0.066201
1	2	0.15	0.97094	-0.083239	-6.5698	0.52859	0.00046473	0.0064834	0.99659	-0.06794
1	2	0.155	0.97064	-0.086627	-6.5679	0.55152	0.0004907	0.006682	0.99637	-0.069673
1	2	0.16	0.97039	-0.088312	-6.5669	0.56298	0.00051735	0.0068806	0.99602	-0.073143
1	2	0.165	0.97008	-0.091699	-6.5659	0.58599	0.00054471	0.0070791	0.99569	-0.074866
1	2	0.17	0.96991	-0.093392	-6.5649	0.59745	0.00057275	0.0072775	0.99546	-0.076596
1	2	0.175	0.96958	-0.096777	-6.5627	0.62036	0.00060149	0.0074758	0.99522	-0.078326
1	2	0.18	0.96924	-0.10016	-6.5626	0.63191	0.00062555	0.0077749	0.99484	-0.081791
1	2	0.185	0.96906	-0.10185	-6.5604	0.65482	0.00065551	0.0079731	0.9946	-0.083519
1	2	0.19	0.9687	-0.10523	-6.5602	0.66637	0.00068616	0.0081712	0.99445	-0.085255
1	2	0.195	0.96861	-0.10694	-6.5579	0.68926	0.00070289	0.0083705	0.99405	-0.088717
1	2	0.2	0.96824	-0.11032	-6.5577	0.70081	0.00073459	0.0085686	0.99379	-0.090442
1	2	0.22	0.96623	-0.12035	-6.5387	0.77969	0.00090095	0.0093567	0.99247	-0.099062
1	2	0.24	0.964	-0.13205	-6.5197	0.85834	0.0010945	0.010242	0.99127	-0.10769
1	2	0.26	0.96207	-0.14207	-6.5084	0.92628	0.0012758	0.011026	0.98959	-0.118
1	2	0.28	0.95996	-0.15376	-6.5033	0.99514	0.0014832	0.011908	0.98803	-0.12657
1	2	0.3	0.9582	-0.16379	-6.4984	1.0642	0.0017061	0.012787	0.98649	-0.13513
1	2	0.32	0.95544	-0.17536	-6.485	1.1318	0.0019683	0.013659	0.98468	-0.14365
1	2	0.34	0.95274	-0.18692	-6.4739	1.1882	0.0022235	0.014531	0.98289	-0.15216
1	2	0.36	0.95043	-0.19683	-6.4571	1.2551	0.0024782	0.015301	0.98093	-0.16063
1	2	0.38	0.94776	-0.20838	-6.4345	1.3325	0.0027744	0.016062	0.97861	-0.16904
1	2	0.4	0.94543	-0.21827	-6.4143	1.3985	0.0030575	0.016824	0.97641	-0.17744
1	2	0.42	0.94202	-0.2279	-6.3944	1.4645	0.0034037	0.017675	0.97381	-0.18753
1	2	0.44	0.9382	-0.23914	-6.3758	1.5307	0.0037357	0.018527	0.97164	-0.19592
1	2	0.45	0.93645	-0.24393	-6.3658	1.5636	0.0038808	0.018906	0.97031	-0.20094
1	2	0.46	0.93458	-0.24867	-6.3556	1.5964	0.0040622	0.019277	0.96876	-0.20592
1	2	0.48	0.93032	-0.25975	-6.3308	1.6727	0.0043884	0.020127	0.96604	-0.21417
1	2	0.5	0.92659	-0.2692	-6.31	1.7381	0.0047411	0.020868	0.96326	-0.22239
1	2	0.52	0.92227	-0.28021	-6.2838	1.8018	0.0051448	0.021596	0.96022	-0.23053
1	2	0.54	0.91843	-0.28958	-6.2546	1.8765	0.0055884	0.022414	0.95729	-0.23868
1	2	0.56	0.91406	-0.30053	-6.2279	1.9398	0.0060245	0.023128	0.95387	-0.24846
1	2	0.58	0.9103	-0.30989	-6.199	2.0142	0.0064605	0.023944	0.9508	-0.25654
1	2	0.6	0.90597	-0.32082	-6.1728	2.0774	0.0068843	0.024657	0.94785	-0.26464
